A		SACRAMENTO
B		DEER_CR_NR_SMARTVILLE
C		FLOW-UNREG
E		
F		ALT-AUGMENTED-MERGED
Units		CFS
Type		PER-AVER
1040	06Aug1894	239.2
1041	07Aug1894	239.2
1042	08Aug1894	232.4
1043	09Aug1894	232.4
1044	10Aug1894	232.4
1045	11Aug1894	232.4
1046	12Aug1894	232.4
1047	13Aug1894	232.4
1048	14Aug1894	232.4
1049	15Aug1894	232.4
1050	16Aug1894	232.4
1051	17Aug1894	225.6
1052	18Aug1894	225.6
1053	19Aug1894	225.6
1054	20Aug1894	225.6
1055	21Aug1894	225.6
1056	22Aug1894	225.6
1057	23Aug1894	225.6
1058	24Aug1894	225.6
1059	25Aug1894	225.6
1060	26Aug1894	225.6
1061	27Aug1894	225.6
1062	28Aug1894	225.6
1063	29Aug1894	225.6
1064	30Aug1894	225.6
1065	31Aug1894	225.6
1066	01Sep1894	225.6
1067	02Sep1894	225.6
1068	03Sep1894	225.6
1069	04Sep1894	225.6
1070	05Sep1894	225.6
1071	06Sep1894	225.6
1072	07Sep1894	225.6
1073	08Sep1894	225.6
1074	09Sep1894	225.6
1075	10Sep1894	225.6
1076	11Sep1894	225.6
1077	12Sep1894	225.6
1078	13Sep1894	225.6
1079	14Sep1894	225.6
1080	15Sep1894	225.6
1081	16Sep1894	225.6
1082	17Sep1894	225.6
1083	18Sep1894	225.6
1084	19Sep1894	225.6
1085	20Sep1894	225.6
1086	21Sep1894	225.6
1087	22Sep1894	225.6
1088	23Sep1894	218.8
1089	24Sep1894	218.8
1090	25Sep1894	218.8
1091	26Sep1894	225.6
1092	27Sep1894	225.6
1093	28Sep1894	225.6
1094	29Sep1894	225.6
1095	30Sep1894	260.4
1096	01Oct1894	274.8
1097	02Oct1894	246.0
1098	03Oct1894	225.6
1099	04Oct1894	225.6
1100	05Oct1894	225.6
1101	06Oct1894	225.6
1102	07Oct1894	225.6
1103	08Oct1894	225.6
1104	09Oct1894	225.6
1105	10Oct1894	225.6
1106	11Oct1894	225.6
1107	12Oct1894	225.6
1108	13Oct1894	225.6
1109	14Oct1894	225.6
1110	15Oct1894	225.6
1111	16Oct1894	225.6
1112	17Oct1894	225.6
1113	18Oct1894	232.4
1114	19Oct1894	239.2
1115	20Oct1894	246.0
1116	21Oct1894	253.2
1117	22Oct1894	274.8
1118	23Oct1894	312.4
1119	24Oct1894	804.0
1120	25Oct1894	448.0
1121	26Oct1894	337.6
1122	27Oct1894	297.2
1123	28Oct1894	282.0
1124	29Oct1894	267.6
1125	30Oct1894	260.4
1126	31Oct1894	246.0
1127	01Nov1894	246.0
1128	02Nov1894	246.0
1129	03Nov1894	232.4
1130	04Nov1894	232.4
1131	05Nov1894	232.4
1132	06Nov1894	246.0
1133	07Nov1894	246.0
1134	08Nov1894	246.0
1135	09Nov1894	246.0
1136	10Nov1894	246.0
1137	11Nov1894	246.0
1138	12Nov1894	239.2
1139	13Nov1894	239.2
1140	14Nov1894	239.2
1141	15Nov1894	239.2
1142	16Nov1894	239.2
1143	17Nov1894	239.2
1144	18Nov1894	239.2
1145	19Nov1894	239.2
1146	20Nov1894	239.2
1147	21Nov1894	239.2
1148	22Nov1894	239.2
1149	23Nov1894	239.2
1150	24Nov1894	239.2
1151	25Nov1894	239.2
1152	26Nov1894	246.0
1153	27Nov1894	282.0
1154	28Nov1894	364.0
1155	29Nov1894	355.2
1156	30Nov1894	320.0
1157	01Dec1894	260.4
1158	02Dec1894	246.0
1159	03Dec1894	260.4
1160	04Dec1894	274.8
1161	05Dec1894	304.8
1162	06Dec1894	644.0
1163	07Dec1894	620.0
1164	08Dec1894	1240.0
1165	09Dec1894	948.0
1166	10Dec1894	792.0
1167	11Dec1894	468.0
1168	12Dec1894	408.0
1169	13Dec1894	408.0
1170	14Dec1894	372.8
1171	15Dec1894	355.2
1172	16Dec1894	381.6
1173	17Dec1894	488.0
1174	18Dec1894	692.0
1175	19Dec1894	1560.0
1176	20Dec1894	1544.0
1177	21Dec1894	3549.3
1178	22Dec1894	2372.0
1179	23Dec1894	1368.0
1180	24Dec1894	828.0
1181	25Dec1894	704.0
1182	26Dec1894	644.0
1183	27Dec1894	520.0
1184	28Dec1894	488.0
1185	29Dec1894	596.0
1186	30Dec1894	816.0
1187	31Dec1894	924.0
1188	01Jan1895	842.4
1189	02Jan1895	740.0
1190	03Jan1895	716.0
1191	04Jan1895	3505.3
1192	05Jan1895	2444.0
1193	06Jan1895	1400.0
1194	07Jan1895	963.2
1195	08Jan1895	1208.0
1196	09Jan1895	1320.0
1197	10Jan1895	991.2
1198	11Jan1895	961.6
1199	12Jan1895	976.8
1200	13Jan1895	2972.9
1201	14Jan1895	2216.0
1202	15Jan1895	1368.0
1203	16Jan1895	1452.0
1204	17Jan1895	1600.0
1205	18Jan1895	1980.0
1206	19Jan1895	1470.0
1207	20Jan1895	1240.0
1208	21Jan1895	2084.0
1209	22Jan1895	3747.3
1210	23Jan1895	3230.3
1211	24Jan1895	1800.0
1212	25Jan1895	1160.0
1213	26Jan1895	963.2
1214	27Jan1895	791.2
1215	28Jan1895	704.0
1216	29Jan1895	680.0
1217	30Jan1895	632.0
1218	31Jan1895	597.6
1219	01Feb1895	597.6
1220	02Feb1895	644.0
1221	03Feb1895	644.0
1222	04Feb1895	564.0
1223	05Feb1895	552.8
1224	06Feb1895	552.8
1225	07Feb1895	552.8
1226	08Feb1895	575.2
1227	09Feb1895	575.2
1228	10Feb1895	575.2
1229	11Feb1895	740.0
1230	12Feb1895	1192.0
1231	13Feb1895	1112.0
1232	14Feb1895	1036.0
1233	15Feb1895	765.6
1234	16Feb1895	704.0
1235	17Feb1895	644.0
1236	18Feb1895	668.0
1237	19Feb1895	922.4
1238	20Feb1895	842.4
1239	21Feb1895	816.8
1240	22Feb1895	1036.0
1241	23Feb1895	1960.0
1242	24Feb1895	2084.0
1243	25Feb1895	1600.0
1244	26Feb1895	1256.0
1245	27Feb1895	1066.4
1246	28Feb1895	1096.8
1247	01Mar1895	1128.0
1248	02Mar1895	1160.0
1249	03Mar1895	1160.0
1250	04Mar1895	1112.0
1251	05Mar1895	1096.8
1252	06Mar1895	1128.0
1253	07Mar1895	1144.0
1254	08Mar1895	922.4
1255	09Mar1895	881.6
1256	10Mar1895	881.6
1257	11Mar1895	868.0
1258	12Mar1895	842.4
1259	13Mar1895	842.4
1260	14Mar1895	842.4
1261	15Mar1895	842.4
1262	16Mar1895	740.0
1263	17Mar1895	716.0
1264	18Mar1895	716.0
1265	19Mar1895	692.0
1266	20Mar1895	791.2
1267	21Mar1895	842.4
1268	22Mar1895	1272.0
1269	23Mar1895	1066.4
1270	24Mar1895	1128.0
1271	25Mar1895	1128.0
1272	26Mar1895	949.6
1273	27Mar1895	1036.0
1274	28Mar1895	2912.0
1275	29Mar1895	2084.0
1276	30Mar1895	1600.0
1277	31Mar1895	1066.4
1278	01Apr1895	1036.0
1279	02Apr1895	1036.0
1280	03Apr1895	1005.6
1281	04Apr1895	949.6
1282	05Apr1895	881.6
1283	06Apr1895	936.0
1284	07Apr1895	949.6
1285	08Apr1895	949.6
1286	09Apr1895	922.4
1287	10Apr1895	922.4
1288	11Apr1895	881.6
1289	12Apr1895	881.6
1290	13Apr1895	881.6
1291	14Apr1895	949.6
1292	15Apr1895	949.6
1293	16Apr1895	922.4
1294	17Apr1895	881.6
1295	18Apr1895	881.6
1296	19Apr1895	881.6
1297	20Apr1895	881.6
1298	21Apr1895	922.4
1299	22Apr1895	949.6
1300	23Apr1895	949.6
1301	24Apr1895	976.8
1302	25Apr1895	1051.2
1303	26Apr1895	1066.4
1304	27Apr1895	1066.4
1305	28Apr1895	1036.0
1306	29Apr1895	1020.8
1307	30Apr1895	963.2
1308	01May1895	908.8
1309	02May1895	908.8
1310	03May1895	1020.8
1311	04May1895	1036.0
1312	05May1895	1066.4
1313	06May1895	1400.0
1314	07May1895	1488.0
1315	08May1895	1400.0
1316	09May1895	1384.0
1317	10May1895	1320.0
1318	11May1895	1240.0
1319	12May1895	1036.0
1320	13May1895	1005.6
1321	14May1895	1005.6
1322	15May1895	1081.6
1323	16May1895	936.0
1324	17May1895	949.6
1325	18May1895	908.8
1326	19May1895	895.2
1327	20May1895	842.4
1328	21May1895	765.6
1329	22May1895	728.0
1330	23May1895	692.0
1331	24May1895	668.0
1332	25May1895	644.0
1333	26May1895	816.8
1334	27May1895	1066.4
1335	28May1895	908.8
1336	29May1895	842.4
1337	30May1895	728.0
1338	31May1895	716.0
1339	01Jun1895	692.0
1340	02Jun1895	692.0
1341	03Jun1895	680.0
1342	04Jun1895	668.0
1343	05Jun1895	668.0
1344	06Jun1895	644.0
1345	07Jun1895	632.0
1346	08Jun1895	597.6
1347	09Jun1895	552.8
1348	10Jun1895	508.0
1349	11Jun1895	508.0
1350	12Jun1895	508.0
1351	13Jun1895	508.0
1352	14Jun1895	498.0
1353	15Jun1895	488.0
1354	16Jun1895	488.0
1355	17Jun1895	468.0
1356	18Jun1895	458.0
1357	19Jun1895	458.0
1358	20Jun1895	458.0
1359	21Jun1895	458.0
1360	22Jun1895	448.0
1361	23Jun1895	449.2
1362	24Jun1895	418.0
1363	25Jun1895	408.0
1364	26Jun1895	408.0
1365	27Jun1895	399.2
1366	28Jun1895	390.4
1367	29Jun1895	390.4
1368	30Jun1895	381.6
1369	01Jul1895	381.6
1370	02Jul1895	372.8
1371	03Jul1895	364.0
1372	04Jul1895	364.0
1373	05Jul1895	355.2
1374	06Jul1895	346.4
1375	07Jul1895	337.6
1376	08Jul1895	337.6
1377	09Jul1895	312.4
1378	10Jul1895	304.8
1379	11Jul1895	304.8
1380	12Jul1895	304.8
1381	13Jul1895	304.8
1382	14Jul1895	304.8
1383	15Jul1895	304.8
1384	16Jul1895	297.2
1385	17Jul1895	289.6
1386	18Jul1895	282.0
1387	19Jul1895	274.8
1388	20Jul1895	274.8
1389	21Jul1895	274.8
1390	22Jul1895	274.8
1391	23Jul1895	274.8
1392	24Jul1895	267.6
1393	25Jul1895	267.6
1394	26Jul1895	267.6
1395	27Jul1895	267.6
1396	28Jul1895	267.6
1397	29Jul1895	260.4
1398	30Jul1895	253.2
1399	31Jul1895	246.0
1400	01Aug1895	246.0
1401	02Aug1895	246.0
1402	03Aug1895	246.0
1403	04Aug1895	246.0
1404	05Aug1895	239.2
1405	06Aug1895	239.2
1406	07Aug1895	239.2
1407	08Aug1895	239.2
1408	09Aug1895	239.2
1409	10Aug1895	239.2
1410	11Aug1895	239.2
1411	12Aug1895	239.2
1412	13Aug1895	239.2
1413	14Aug1895	239.2
1414	15Aug1895	239.2
1415	16Aug1895	239.2
1416	17Aug1895	232.4
1417	18Aug1895	232.4
1418	19Aug1895	232.4
1419	20Aug1895	232.4
1420	21Aug1895	232.4
1421	22Aug1895	239.2
1422	23Aug1895	246.0
1423	24Aug1895	239.2
1424	25Aug1895	239.2
1425	26Aug1895	232.4
1426	27Aug1895	232.4
1427	28Aug1895	232.4
1428	29Aug1895	232.4
1429	30Aug1895	232.4
1430	31Aug1895	225.6
1431	01Sep1895	225.6
1432	02Sep1895	225.6
1433	03Sep1895	218.8
1434	04Sep1895	218.8
1435	05Sep1895	218.8
1436	06Sep1895	218.8
1437	07Sep1895	218.8
1438	08Sep1895	218.8
1439	09Sep1895	218.8
1440	10Sep1895	232.4
1441	11Sep1895	297.2
1442	12Sep1895	355.2
1443	13Sep1895	448.0
1444	14Sep1895	320.0
1445	15Sep1895	282.0
1446	16Sep1895	260.4
1447	17Sep1895	232.4
1448	18Sep1895	232.4
1449	19Sep1895	232.4
1450	20Sep1895	232.4
1451	21Sep1895	232.4
1452	22Sep1895	232.4
1453	23Sep1895	232.4
1454	24Sep1895	232.4
1455	25Sep1895	232.4
1456	26Sep1895	232.4
1457	27Sep1895	232.4
1458	28Sep1895	232.4
1459	29Sep1895	232.4
1460	30Sep1895	232.4
1461	01Oct1895	226.8
1462	02Oct1895	226.8
1463	03Oct1895	226.8
1464	04Oct1895	219.2
1465	05Oct1895	219.2
1466	06Oct1895	219.2
1467	07Oct1895	226.8
1468	08Oct1895	226.8
1469	09Oct1895	219.2
1470	10Oct1895	219.2
1471	11Oct1895	219.2
1472	12Oct1895	219.2
1473	13Oct1895	219.2
1474	14Oct1895	219.2
1475	15Oct1895	219.2
1476	16Oct1895	219.2
1477	17Oct1895	219.2
1478	18Oct1895	219.2
1479	19Oct1895	219.2
1480	20Oct1895	219.2
1481	21Oct1895	226.8
1482	22Oct1895	226.8
1483	23Oct1895	226.8
1484	24Oct1895	226.8
1485	25Oct1895	226.8
1486	26Oct1895	226.8
1487	27Oct1895	226.8
1488	28Oct1895	226.8
1489	29Oct1895	226.8
1490	30Oct1895	226.8
1491	31Oct1895	226.8
1492	01Nov1895	226.8
1493	02Nov1895	226.8
1494	03Nov1895	226.8
1495	04Nov1895	226.8
1496	05Nov1895	226.8
1497	06Nov1895	226.8
1498	07Nov1895	226.8
1499	08Nov1895	226.8
1500	09Nov1895	226.8
1501	10Nov1895	226.8
1502	11Nov1895	226.8
1503	12Nov1895	226.8
1504	13Nov1895	226.8
1505	14Nov1895	226.8
1506	15Nov1895	230.8
1507	16Nov1895	234.8
1508	17Nov1895	234.8
1509	18Nov1895	234.8
1510	19Nov1895	234.8
1511	20Nov1895	234.8
1512	21Nov1895	234.8
1513	22Nov1895	234.8
1514	23Nov1895	234.8
1515	24Nov1895	234.8
1516	25Nov1895	234.8
1517	26Nov1895	234.8
1518	27Nov1895	234.8
1519	28Nov1895	234.8
1520	29Nov1895	268.8
1521	30Nov1895	243.2
1522	01Dec1895	255.6
1523	02Dec1895	251.2
1524	03Dec1895	243.2
1525	04Dec1895	243.2
1526	05Dec1895	251.2
1527	06Dec1895	390.4
1528	07Dec1895	307.2
1529	08Dec1895	273.6
1530	09Dec1895	260.0
1531	10Dec1895	251.2
1532	11Dec1895	243.2
1533	12Dec1895	243.2
1534	13Dec1895	243.2
1535	14Dec1895	243.2
1536	15Dec1895	273.6
1537	16Dec1895	260.0
1538	17Dec1895	251.2
1539	18Dec1895	247.2
1540	19Dec1895	251.2
1541	20Dec1895	1096.0
1542	21Dec1895	412.0
1543	22Dec1895	307.2
1544	23Dec1895	297.2
1545	24Dec1895	278.4
1546	25Dec1895	260.0
1547	26Dec1895	251.2
1548	27Dec1895	243.2
1549	28Dec1895	243.2
1550	29Dec1895	243.2
1551	30Dec1895	234.8
1552	31Dec1895	234.8
1553	01Jan1896	234.8
1554	02Jan1896	234.8
1555	03Jan1896	234.8
1556	04Jan1896	234.8
1557	05Jan1896	234.8
1558	06Jan1896	234.8
1559	07Jan1896	234.8
1560	08Jan1896	234.8
1561	09Jan1896	234.8
1562	10Jan1896	234.8
1563	11Jan1896	234.8
1564	12Jan1896	234.8
1565	13Jan1896	234.8
1566	14Jan1896	251.2
1567	15Jan1896	868.0
1568	16Jan1896	2328.0
1569	17Jan1896	3681.3
1570	18Jan1896	3857.3
1571	19Jan1896	2986.1
1572	20Jan1896	3703.3
1573	21Jan1896	3505.3
1574	22Jan1896	2913.5
1575	23Jan1896	2448.0
1576	24Jan1896	2164.0
1577	25Jan1896	3060.0
1578	26Jan1896	2680.0
1579	27Jan1896	3989.3
1580	28Jan1896	3197.3
1581	29Jan1896	2532.0
1582	30Jan1896	1876.0
1583	31Jan1896	1400.0
1584	01Feb1896	1232.0
1585	02Feb1896	1120.0
1586	03Feb1896	968.0
1587	04Feb1896	868.0
1588	05Feb1896	780.0
1589	06Feb1896	724.0
1590	07Feb1896	672.0
1591	08Feb1896	640.0
1592	09Feb1896	600.0
1593	10Feb1896	580.0
1594	11Feb1896	556.0
1595	12Feb1896	532.0
1596	13Feb1896	508.0
1597	14Feb1896	492.0
1598	15Feb1896	472.0
1599	16Feb1896	456.0
1600	17Feb1896	444.0
1601	18Feb1896	436.0
1602	19Feb1896	424.0
1603	20Feb1896	416.0
1604	21Feb1896	412.0
1605	22Feb1896	412.0
1606	23Feb1896	400.0
1607	24Feb1896	400.0
1608	25Feb1896	390.4
1609	26Feb1896	390.4
1610	27Feb1896	408.0
1611	28Feb1896	472.0
1612	29Feb1896	464.0
1613	01Mar1896	456.0
1614	02Mar1896	452.0
1615	03Mar1896	452.0
1616	04Mar1896	440.0
1617	05Mar1896	436.0
1618	06Mar1896	480.0
1619	07Mar1896	664.0
1620	08Mar1896	748.0
1621	09Mar1896	780.0
1622	10Mar1896	668.0
1623	11Mar1896	616.0
1624	12Mar1896	592.0
1625	13Mar1896	572.0
1626	14Mar1896	560.0
1627	15Mar1896	532.0
1628	16Mar1896	520.0
1629	17Mar1896	516.0
1630	18Mar1896	504.0
1631	19Mar1896	492.0
1632	20Mar1896	560.0
1633	21Mar1896	776.0
1634	22Mar1896	948.0
1635	23Mar1896	1324.0
1636	24Mar1896	1724.0
1637	25Mar1896	1864.0
1638	26Mar1896	2048.0
1639	27Mar1896	2340.0
1640	28Mar1896	1752.0
1641	29Mar1896	1400.0
1642	30Mar1896	1176.0
1643	31Mar1896	1000.0
1644	01Apr1896	884.0
1645	02Apr1896	808.0
1646	03Apr1896	756.0
1647	04Apr1896	704.0
1648	05Apr1896	728.0
1649	06Apr1896	1048.0
1650	07Apr1896	1056.0
1651	08Apr1896	912.0
1652	09Apr1896	904.0
1653	10Apr1896	876.0
1654	11Apr1896	788.0
1655	12Apr1896	748.0
1656	13Apr1896	736.0
1657	14Apr1896	852.0
1658	15Apr1896	768.0
1659	16Apr1896	716.0
1660	17Apr1896	688.0
1661	18Apr1896	648.0
1662	19Apr1896	648.0
1663	20Apr1896	624.0
1664	21Apr1896	624.0
1665	22Apr1896	632.0
1666	23Apr1896	696.0
1667	24Apr1896	2220.0
1668	25Apr1896	1844.0
1669	26Apr1896	1616.0
1670	27Apr1896	1332.0
1671	28Apr1896	1152.0
1672	29Apr1896	1120.0
1673	30Apr1896	1216.0
1674	01May1896	1112.0
1675	02May1896	1176.0
1676	03May1896	1200.0
1677	04May1896	2868.0
1678	05May1896	2340.0
1679	06May1896	1752.0
1680	07May1896	1492.0
1681	08May1896	1296.0
1682	09May1896	1160.0
1683	10May1896	1048.0
1684	11May1896	1384.0
1685	12May1896	1248.0
1686	13May1896	1120.0
1687	14May1896	1032.0
1688	15May1896	960.0
1689	16May1896	884.0
1690	17May1896	824.0
1691	18May1896	788.0
1692	19May1896	768.0
1693	20May1896	724.0
1694	21May1896	704.0
1695	22May1896	1064.0
1696	23May1896	1024.0
1697	24May1896	912.0
1698	25May1896	840.0
1699	26May1896	820.0
1700	27May1896	820.0
1701	28May1896	808.0
1702	29May1896	832.0
1703	30May1896	832.0
1704	31May1896	780.0
1705	01Jun1896	748.0
1706	02Jun1896	744.0
1707	03Jun1896	716.0
1708	04Jun1896	712.0
1709	05Jun1896	716.0
1710	06Jun1896	704.0
1711	07Jun1896	680.0
1712	08Jun1896	664.0
1713	09Jun1896	632.0
1714	10Jun1896	608.0
1715	11Jun1896	572.0
1716	12Jun1896	560.0
1717	13Jun1896	544.0
1718	14Jun1896	532.0
1719	15Jun1896	520.0
1720	16Jun1896	504.0
1721	17Jun1896	484.0
1722	18Jun1896	472.0
1723	19Jun1896	464.0
1724	20Jun1896	444.0
1725	21Jun1896	436.0
1726	22Jun1896	424.0
1727	23Jun1896	412.0
1728	24Jun1896	400.0
1729	25Jun1896	390.4
1730	26Jun1896	379.2
1731	27Jun1896	368.8
1732	28Jun1896	368.8
1733	29Jun1896	358.0
1734	30Jun1896	358.0
1735	01Jul1896	347.2
1736	02Jul1896	336.8
1737	03Jul1896	326.8
1738	04Jul1896	326.8
1739	05Jul1896	316.8
1740	06Jul1896	316.8
1741	07Jul1896	316.8
1742	08Jul1896	307.2
1743	09Jul1896	307.2
1744	10Jul1896	307.2
1745	11Jul1896	297.2
1746	12Jul1896	297.2
1747	13Jul1896	297.2
1748	14Jul1896	287.6
1749	15Jul1896	287.6
1750	16Jul1896	287.6
1751	17Jul1896	287.6
1752	18Jul1896	278.4
1753	19Jul1896	278.4
1754	20Jul1896	278.4
1755	21Jul1896	268.8
1756	22Jul1896	268.8
1757	23Jul1896	268.8
1758	24Jul1896	260.0
1759	25Jul1896	260.0
1760	26Jul1896	260.0
1761	27Jul1896	260.0
1762	28Jul1896	260.0
1763	29Jul1896	260.0
1764	30Jul1896	260.0
1765	31Jul1896	251.2
1766	01Aug1896	251.2
1767	02Aug1896	251.2
1768	03Aug1896	251.2
1769	04Aug1896	243.2
1770	05Aug1896	243.2
1771	06Aug1896	243.2
1772	07Aug1896	243.2
1773	08Aug1896	243.2
1774	09Aug1896	243.2
1775	10Aug1896	243.2
1776	11Aug1896	234.8
1777	12Aug1896	234.8
1778	13Aug1896	234.8
1779	14Aug1896	234.8
1780	15Aug1896	234.8
1781	16Aug1896	234.8
1782	17Aug1896	234.8
1783	18Aug1896	234.8
1784	19Aug1896	234.8
1785	20Aug1896	234.8
1786	21Aug1896	234.8
1787	22Aug1896	234.8
1788	23Aug1896	234.8
1789	24Aug1896	226.8
1790	25Aug1896	226.8
1791	26Aug1896	226.8
1792	27Aug1896	226.8
1793	28Aug1896	226.8
1794	29Aug1896	226.8
1795	30Aug1896	226.8
1796	31Aug1896	234.8
1797	01Sep1896	234.8
1798	02Sep1896	234.8
1799	03Sep1896	226.8
1800	04Sep1896	226.8
1801	05Sep1896	226.8
1802	06Sep1896	226.8
1803	07Sep1896	226.8
1804	08Sep1896	226.8
1805	09Sep1896	226.8
1806	10Sep1896	226.8
1807	11Sep1896	226.8
1808	12Sep1896	226.8
1809	13Sep1896	226.8
1810	14Sep1896	226.8
1811	15Sep1896	226.8
1812	16Sep1896	219.2
1813	17Sep1896	219.2
1814	18Sep1896	219.2
1815	19Sep1896	219.2
1816	20Sep1896	238.8
1817	21Sep1896	234.8
1818	22Sep1896	234.8
1819	23Sep1896	234.8
1820	24Sep1896	234.8
1821	25Sep1896	234.8
1822	26Sep1896	234.8
1823	27Sep1896	226.8
1824	28Sep1896	226.8
1825	29Sep1896	226.8
1826	30Sep1896	226.8
1827	01Oct1896	226.8
1828	02Oct1896	226.8
1829	03Oct1896	226.8
1830	04Oct1896	226.8
1831	05Oct1896	226.8
1832	06Oct1896	226.8
1833	07Oct1896	219.2
1834	08Oct1896	219.2
1835	09Oct1896	219.2
1836	10Oct1896	219.2
1837	11Oct1896	219.2
1838	12Oct1896	219.2
1839	13Oct1896	219.2
1840	14Oct1896	219.2
1841	15Oct1896	219.2
1842	16Oct1896	219.2
1843	17Oct1896	219.2
1844	18Oct1896	219.2
1845	19Oct1896	219.2
1846	20Oct1896	219.2
1847	21Oct1896	219.2
1848	22Oct1896	219.2
1849	23Oct1896	219.2
1850	24Oct1896	219.2
1851	25Oct1896	219.2
1852	26Oct1896	226.8
1853	27Oct1896	307.2
1854	28Oct1896	247.2
1855	29Oct1896	234.8
1856	30Oct1896	234.8
1857	31Oct1896	234.8
1858	01Nov1896	251.2
1859	02Nov1896	243.2
1860	03Nov1896	243.2
1861	04Nov1896	234.8
1862	05Nov1896	234.8
1863	06Nov1896	234.8
1864	07Nov1896	234.8
1865	08Nov1896	234.8
1866	09Nov1896	238.8
1867	10Nov1896	268.8
1868	11Nov1896	251.2
1869	12Nov1896	243.2
1870	13Nov1896	243.2
1871	14Nov1896	234.8
1872	15Nov1896	234.8
1873	16Nov1896	464.0
1874	17Nov1896	932.0
1875	18Nov1896	596.0
1876	19Nov1896	416.0
1877	20Nov1896	520.0
1878	21Nov1896	408.0
1879	22Nov1896	768.0
1880	23Nov1896	780.0
1881	24Nov1896	1548.0
1882	25Nov1896	896.0
1883	26Nov1896	616.0
1884	27Nov1896	504.0
1885	28Nov1896	436.0
1886	29Nov1896	384.8
1887	30Nov1896	363.2
1888	01Dec1896	342.4
1889	02Dec1896	352.8
1890	03Dec1896	352.8
1891	04Dec1896	358.0
1892	05Dec1896	358.0
1893	06Dec1896	368.8
1894	07Dec1896	368.8
1895	08Dec1896	358.0
1896	09Dec1896	347.2
1897	10Dec1896	336.8
1898	11Dec1896	326.8
1899	12Dec1896	400.0
1900	13Dec1896	868.0
1901	14Dec1896	1736.0
1902	15Dec1896	3153.3
1903	16Dec1896	1804.0
1904	17Dec1896	1160.0
1905	18Dec1896	852.0
1906	19Dec1896	692.0
1907	20Dec1896	616.0
1908	21Dec1896	560.0
1909	22Dec1896	516.0
1910	23Dec1896	472.0
1911	24Dec1896	452.0
1912	25Dec1896	440.0
1913	26Dec1896	424.0
1914	27Dec1896	696.0
1915	28Dec1896	1500.0
1916	29Dec1896	1596.0
1917	30Dec1896	1784.0
1918	31Dec1896	1744.0
1919	01Jan1897	1152.0
1920	02Jan1897	868.0
1921	03Jan1897	736.0
1922	04Jan1897	644.0
1923	05Jan1897	584.0
1924	06Jan1897	544.0
1925	07Jan1897	520.0
1926	08Jan1897	496.0
1927	09Jan1897	472.0
1928	10Jan1897	452.0
1929	11Jan1897	440.0
1930	12Jan1897	424.0
1931	13Jan1897	428.0
1932	14Jan1897	424.0
1933	15Jan1897	412.0
1934	16Jan1897	400.0
1935	17Jan1897	384.8
1936	18Jan1897	368.8
1937	19Jan1897	358.0
1938	20Jan1897	358.0
1939	21Jan1897	352.8
1940	22Jan1897	347.2
1941	23Jan1897	347.2
1942	24Jan1897	352.8
1943	25Jan1897	358.0
1944	26Jan1897	347.2
1945	27Jan1897	347.2
1946	28Jan1897	408.0
1947	29Jan1897	1968.0
1948	30Jan1897	1288.0
1949	31Jan1897	1264.0
1950	01Feb1897	2508.0
1951	02Feb1897	2376.0
1952	03Feb1897	2256.0
1953	04Feb1897	2704.0
1954	05Feb1897	3118.1
1955	06Feb1897	2950.9
1956	07Feb1897	2644.0
1957	08Feb1897	1844.0
1958	09Feb1897	1548.0
1959	10Feb1897	1296.0
1960	11Feb1897	1096.0
1961	12Feb1897	1016.0
1962	13Feb1897	912.0
1963	14Feb1897	852.0
1964	15Feb1897	832.0
1965	16Feb1897	1152.0
1966	17Feb1897	976.0
1967	18Feb1897	836.0
1968	19Feb1897	1288.0
1969	20Feb1897	1168.0
1970	21Feb1897	912.0
1971	22Feb1897	788.0
1972	23Feb1897	724.0
1973	24Feb1897	688.0
1974	25Feb1897	692.0
1975	26Feb1897	704.0
1976	27Feb1897	716.0
1977	28Feb1897	704.0
1978	01Mar1897	1752.0
1979	02Mar1897	1208.0
1980	03Mar1897	1032.0
1981	04Mar1897	920.0
1982	05Mar1897	960.0
1983	06Mar1897	940.0
1984	07Mar1897	1008.0
1985	08Mar1897	968.0
1986	09Mar1897	940.0
1987	10Mar1897	860.0
1988	11Mar1897	780.0
1989	12Mar1897	744.0
1990	13Mar1897	688.0
1991	14Mar1897	648.0
1992	15Mar1897	640.0
1993	16Mar1897	664.0
1994	17Mar1897	672.0
1995	18Mar1897	656.0
1996	19Mar1897	648.0
1997	20Mar1897	648.0
1998	21Mar1897	596.0
1999	22Mar1897	568.0
2000	23Mar1897	544.0
2001	24Mar1897	528.0
2002	25Mar1897	548.0
2003	26Mar1897	724.0
2004	27Mar1897	716.0
2005	28Mar1897	1644.0
2006	29Mar1897	1392.0
2007	30Mar1897	1152.0
2008	31Mar1897	1000.0
2009	01Apr1897	1080.0
2010	02Apr1897	884.0
2011	03Apr1897	812.0
2012	04Apr1897	776.0
2013	05Apr1897	768.0
2014	06Apr1897	792.0
2015	07Apr1897	860.0
2016	08Apr1897	868.0
2017	09Apr1897	884.0
2018	10Apr1897	912.0
2019	11Apr1897	976.0
2020	12Apr1897	984.0
2021	13Apr1897	976.0
2022	14Apr1897	968.0
2023	15Apr1897	992.0
2024	16Apr1897	1008.0
2025	17Apr1897	1000.0
2026	18Apr1897	1016.0
2027	19Apr1897	1048.0
2028	20Apr1897	1144.0
2029	21Apr1897	992.0
2030	22Apr1897	912.0
