A		DEER C
B		SMARTSVILLE CA
C		FLOW-UNREG
E		
F		CALC-NONEG
Units		CFS
Type		PER-AVER
4742	24Sep2018	0
4743	25Sep2018	0
4744	26Sep2018	0
4745	27Sep2018	0
4746	28Sep2018	0
4747	29Sep2018	0
4748	30Sep2018	0
4749	01Oct2018	0
4750	02Oct2018	0
4751	03Oct2018	0
4752	04Oct2018	0
4753	05Oct2018	0
4754	06Oct2018	0
4755	07Oct2018	0
4756	08Oct2018	0
4757	09Oct2018	0
4758	10Oct2018	0
4759	11Oct2018	0
4760	12Oct2018	0
4761	13Oct2018	0
4762	14Oct2018	8
4763	15Oct2018	11
4764	16Oct2018	2
4765	17Oct2018	65
4766	18Oct2018	259
4767	19Oct2018	395
4768	20Oct2018	469
4769	21Oct2018	455
4770	22Oct2018	277
4771	23Oct2018	37
4772	24Oct2018	35
4773	25Oct2018	32
4774	26Oct2018	41
4775	27Oct2018	32
4776	28Oct2018	27
4777	29Oct2018	21
4778	30Oct2018	21
4779	31Oct2018	27
4780	01Nov2018	30
4781	02Nov2018	27
4782	03Nov2018	24
4783	04Nov2018	27
4784	05Nov2018	7
4785	06Nov2018	0
4786	07Nov2018	0
4787	08Nov2018	0
4788	09Nov2018	4
4789	10Nov2018	0
4790	11Nov2018	8
4791	12Nov2018	15
4792	13Nov2018	18
4793	14Nov2018	21
4794	15Nov2018	18
4795	16Nov2018	21
4796	17Nov2018	26
4797	18Nov2018	24
4798	19Nov2018	21
4799	20Nov2018	61
4800	21Nov2018	93
4801	22Nov2018	137
4802	23Nov2018	71
4803	24Nov2018	54
4804	25Nov2018	33
4805	26Nov2018	33
4806	27Nov2018	43
4807	28Nov2018	120
4808	29Nov2018	190
4809	30Nov2018	128
4810	01Dec2018	48
4811	02Dec2018	33
4812	03Dec2018	40
4813	04Dec2018	42
4814	05Dec2018	35
4815	06Dec2018	37
4816	07Dec2018	36
4817	08Dec2018	36
4818	09Dec2018	30
4819	10Dec2018	30
4820	11Dec2018	23
4821	12Dec2018	24
4822	13Dec2018	30
4823	14Dec2018	36
4824	15Dec2018	60
4825	16Dec2018	70
4826	17Dec2018	210
4827	18Dec2018	59
4828	19Dec2018	45
4829	20Dec2018	52
4830	21Dec2018	40
4831	22Dec2018	42
4832	23Dec2018	114
4833	24Dec2018	183
4834	25Dec2018	131
4835	26Dec2018	62
4836	27Dec2018	28
4837	28Dec2018	27
4838	29Dec2018	39
4839	30Dec2018	42
4840	31Dec2018	38
4841	01Jan2019	40
4842	02Jan2019	40
4843	03Jan2019	36
4844	04Jan2019	80
4845	05Jan2019	161
4846	06Jan2019	590
4847	07Jan2019	1498
4848	08Jan2019	339
4849	09Jan2019	404
4850	10Jan2019	456
4851	11Jan2019	193
4852	12Jan2019	132
4853	13Jan2019	115
4854	14Jan2019	149
4855	15Jan2019	500
4856	16Jan2019	1818
4857	17Jan2019	1555
4858	18Jan2019	646
4859	19Jan2019	510
4860	20Jan2019	516
4861	21Jan2019	813
4862	22Jan2019	290
4863	23Jan2019	216
4864	24Jan2019	238
4865	25Jan2019	236
4866	26Jan2019	178
4867	27Jan2019	147
4868	28Jan2019	139
4869	29Jan2019	132
4870	30Jan2019	94
4871	31Jan2019	90
4872	01Feb2019	198
4873	02Feb2019	792
4874	03Feb2019	1002
4875	04Feb2019	1400
4876	05Feb2019	615
4877	06Feb2019	403
4878	07Feb2019	318
4879	08Feb2019	267
4880	09Feb2019	318
4881	10Feb2019	636
4882	11Feb2019	339
4883	12Feb2019	264
4884	13Feb2019	1530
4885	14Feb2019	3050
4886	15Feb2019	1790
4887	16Feb2019	966
4888	17Feb2019	718
4889	18Feb2019	569
4890	19Feb2019	457
4891	20Feb2019	407
4892	21Feb2019	403
4893	22Feb2019	340
4894	23Feb2019	297
4895	24Feb2019	273
4896	25Feb2019	443
4897	26Feb2019	4490
4898	27Feb2019	2710
4899	28Feb2019	1640
4900	01Mar2019	1010
4901	02Mar2019	929
4902	03Mar2019	935
4903	04Mar2019	897
4904	05Mar2019	796
4905	06Mar2019	2250
4906	07Mar2019	1570
4907	08Mar2019	1120
4908	09Mar2019	871
4909	10Mar2019	723
4910	11Mar2019	613
4911	12Mar2019	537
4912	13Mar2019	480
4913	14Mar2019	431
4914	15Mar2019	395
4915	16Mar2019	360
4916	17Mar2019	339
4917	18Mar2019	317
4918	19Mar2019	298
4919	20Mar2019	328
4920	21Mar2019	332
4921	22Mar2019	321
4922	23Mar2019	586
4923	24Mar2019	424
4924	25Mar2019	380
4925	26Mar2019	577
4926	27Mar2019	603
4927	28Mar2019	565
4928	29Mar2019	498
4929	30Mar2019	442
4930	31Mar2019	385
4931	01Apr2019	358
4932	02Apr2019	402
4933	03Apr2019	459
4934	04Apr2019	394
4935	05Apr2019	387
4936	06Apr2019	397
4937	07Apr2019	331
4938	08Apr2019	345
4939	09Apr2019	456
4940	10Apr2019	348
4941	11Apr2019	322
4942	12Apr2019	286
4943	13Apr2019	252
4944	14Apr2019	228
4945	15Apr2019	216
4946	16Apr2019	235
4947	17Apr2019	196
4948	18Apr2019	162
4949	19Apr2019	138
4950	20Apr2019	122
4951	21Apr2019	103
4952	22Apr2019	103
4953	23Apr2019	79
4954	24Apr2019	76
4955	25Apr2019	72
4956	26Apr2019	86
4957	27Apr2019	101
4958	28Apr2019	95
4959	29Apr2019	87
4960	30Apr2019	86
4961	01May2019	84
4962	02May2019	85
4963	03May2019	87
4964	04May2019	77
4965	05May2019	83
4966	06May2019	89
4967	07May2019	98
4968	08May2019	69
4969	09May2019	61
4970	10May2019	61
4971	11May2019	52
4972	12May2019	58
4973	13May2019	54
4974	14May2019	83
4975	15May2019	137
4976	16May2019	207
4977	17May2019	164
4978	18May2019	163
4979	19May2019	380
4980	20May2019	207
4981	21May2019	164
4982	22May2019	202
4983	23May2019	94
4984	24May2019	86
4985	25May2019	115
4986	26May2019	166
4987	27May2019	141
4988	28May2019	118
4989	29May2019	81
4990	30May2019	61
4991	31May2019	83
4992	01Jun2019	61
4993	02Jun2019	79
4994	03Jun2019	54
4995	04Jun2019	65
4996	05Jun2019	54
4997	06Jun2019	49
4998	07Jun2019	35
4999	08Jun2019	36
5000	09Jun2019	47
5001	10Jun2019	52
5002	11Jun2019	45
5003	12Jun2019	31
5004	13Jun2019	29
5005	14Jun2019	22
5006	15Jun2019	25
5007	16Jun2019	14
5008	17Jun2019	27
5009	18Jun2019	28
5010	19Jun2019	6
5011	20Jun2019	9
5012	21Jun2019	1
5013	22Jun2019	0
5014	23Jun2019	0
5015	24Jun2019	0
5016	25Jun2019	0
5017	26Jun2019	0
5018	27Jun2019	0
5019	28Jun2019	0
5020	29Jun2019	0
5021	30Jun2019	0
5022	01Jul2019	0
5023	02Jul2019	0
5024	03Jul2019	0
5025	04Jul2019	0
5026	05Jul2019	0
5027	06Jul2019	0
5028	07Jul2019	0
5029	08Jul2019	0
5030	09Jul2019	0
5031	10Jul2019	0
5032	11Jul2019	0
5033	12Jul2019	0
5034	13Jul2019	0
5035	14Jul2019	0
5036	15Jul2019	0
5037	16Jul2019	0
5038	17Jul2019	0
5039	18Jul2019	0
5040	19Jul2019	0
5041	20Jul2019	0
5042	21Jul2019	0
5043	22Jul2019	0
5044	23Jul2019	0
5045	24Jul2019	0
5046	25Jul2019	0
5047	26Jul2019	0
5048	27Jul2019	0
5049	28Jul2019	0
5050	29Jul2019	0
5051	30Jul2019	0
5052	31Jul2019	0
5053	01Aug2019	0
5054	02Aug2019	0
5055	03Aug2019	0
5056	04Aug2019	0
5057	05Aug2019	0
5058	06Aug2019	0
5059	07Aug2019	0
5060	08Aug2019	0
5061	09Aug2019	0
5062	10Aug2019	0
5063	11Aug2019	0
5064	12Aug2019	0
5065	13Aug2019	0
5066	14Aug2019	0
5067	15Aug2019	0
5068	16Aug2019	0
5069	17Aug2019	0
5070	18Aug2019	0
5071	19Aug2019	0
5072	20Aug2019	0
5073	21Aug2019	0
5074	22Aug2019	0
5075	23Aug2019	0
5076	24Aug2019	0
5077	25Aug2019	0
5078	26Aug2019	0
5079	27Aug2019	0
5080	28Aug2019	0
5081	29Aug2019	0
5082	30Aug2019	0
5083	31Aug2019	0
5084	01Sep2019	0
5085	02Sep2019	0
5086	03Sep2019	0
5087	04Sep2019	0
5088	05Sep2019	0
5089	06Sep2019	0
5090	07Sep2019	0
5091	08Sep2019	0
5092	09Sep2019	0
5093	10Sep2019	0
5094	11Sep2019	0
5095	12Sep2019	0
5096	13Sep2019	0
5097	14Sep2019	0
5098	15Sep2019	0
5099	16Sep2019	0
5100	17Sep2019	7
5101	18Sep2019	0
5102	19Sep2019	0
5103	20Sep2019	0
5104	21Sep2019	0
5105	22Sep2019	0
5106	23Sep2019	0
5107	24Sep2019	0
5108	25Sep2019	0
5109	26Sep2019	0
5110	27Sep2019	0
5111	28Sep2019	0
5112	29Sep2019	0
5113	30Sep2019	0
5114	01Oct2019	0
5115	02Oct2019	0
5116	03Oct2019	0
5117	04Oct2019	0
5118	05Oct2019	0
5119	06Oct2019	0
5120	07Oct2019	0
5121	08Oct2019	0
5122	09Oct2019	0
5123	10Oct2019	0
5124	11Oct2019	0
5125	12Oct2019	0
5126	13Oct2019	0
5127	14Oct2019	0
5128	15Oct2019	7
5129	16Oct2019	10
5130	17Oct2019	4
5131	18Oct2019	6
5132	19Oct2019	6
5133	20Oct2019	9
5134	21Oct2019	13
5135	22Oct2019	19
5136	23Oct2019	19
5137	24Oct2019	20
5138	25Oct2019	3
5139	26Oct2019	0
5140	27Oct2019	0
5141	28Oct2019	0
5142	29Oct2019	0
5143	30Oct2019	0
5144	31Oct2019	0
5145	01Nov2019	0
5146	02Nov2019	0
5147	03Nov2019	9
5148	04Nov2019	12
5149	05Nov2019	17
5150	06Nov2019	17
5151	07Nov2019	16
5152	08Nov2019	13
5153	09Nov2019	16
5154	10Nov2019	12
5155	11Nov2019	5
5156	12Nov2019	0
5157	13Nov2019	3
5158	14Nov2019	6
5159	15Nov2019	16
5160	16Nov2019	20
5161	17Nov2019	14
5162	18Nov2019	11
5163	19Nov2019	9
5164	20Nov2019	12
5165	21Nov2019	18
5166	22Nov2019	17
5167	23Nov2019	20
5168	24Nov2019	19
5169	25Nov2019	54
5170	26Nov2019	70
5171	27Nov2019	45
5172	28Nov2019	53
5173	29Nov2019	45
5174	30Nov2019	165
5175	01Dec2019	209
5176	02Dec2019	268
5177	03Dec2019	127
5178	04Dec2019	72
5179	05Dec2019	69
5180	06Dec2019	184
5181	07Dec2019	378
5182	08Dec2019	357
5183	09Dec2019	135
5184	10Dec2019	110
5185	11Dec2019	142
5186	12Dec2019	285
5187	13Dec2019	193
5188	14Dec2019	186
5189	15Dec2019	108
5190	16Dec2019	79
5191	17Dec2019	62
5192	18Dec2019	62
5193	19Dec2019	63
5194	20Dec2019	58
5195	21Dec2019	96
5196	22Dec2019	93
5197	23Dec2019	175
5198	24Dec2019	98
5199	25Dec2019	78
5200	26Dec2019	64
5201	27Dec2019	57
5202	28Dec2019	51
5203	29Dec2019	50
5204	30Dec2019	51
5205	31Dec2019	48
5206	01Jan2020	44
5207	02Jan2020	47
5208	03Jan2020	52
5209	04Jan2020	43
5210	05Jan2020	44
5211	06Jan2020	49
5212	07Jan2020	45
5213	08Jan2020	62
5214	09Jan2020	62
5215	10Jan2020	68
5216	11Jan2020	54
5217	12Jan2020	84
5218	13Jan2020	93
5219	14Jan2020	93
5220	15Jan2020	121
5221	16Jan2020	154
5222	17Jan2020	185
5223	18Jan2020	102
5224	19Jan2020	81
5225	20Jan2020	109
5226	21Jan2020	114
5227	22Jan2020	116
5228	23Jan2020	106
5229	24Jan2020	95
5230	25Jan2020	198
5231	26Jan2020	430
5232	27Jan2020	229
5233	28Jan2020	140
5234	29Jan2020	111
5235	30Jan2020	108
5236	31Jan2020	91
5237	01Feb2020	86
5238	02Feb2020	80
5239	03Feb2020	74
5240	04Feb2020	75
5241	05Feb2020	73
5242	06Feb2020	68
5243	07Feb2020	71
5244	08Feb2020	59
5245	09Feb2020	72
5246	10Feb2020	57
5247	11Feb2020	55
5248	12Feb2020	53
5249	13Feb2020	57
5250	14Feb2020	49
5251	15Feb2020	53
5252	16Feb2020	48
5253	17Feb2020	47
5254	18Feb2020	42
5255	19Feb2020	43
5256	20Feb2020	45
5257	21Feb2020	45
5258	22Feb2020	45
5259	23Feb2020	41
5260	24Feb2020	41
5261	25Feb2020	51
5262	26Feb2020	52
5263	27Feb2020	48
5264	28Feb2020	58
5265	29Feb2020	44
5266	01Mar2020	60
5267	02Mar2020	42
5268	03Mar2020	37
5269	04Mar2020	47
5270	05Mar2020	50
5271	06Mar2020	84
5272	07Mar2020	60
5273	08Mar2020	58
5274	09Mar2020	50
5275	10Mar2020	51
5276	11Mar2020	47
5277	12Mar2020	47
5278	13Mar2020	121
5279	14Mar2020	132
5280	15Mar2020	557
5281	16Mar2020	459
5282	17Mar2020	341
5283	18Mar2020	187
5284	19Mar2020	75
5285	20Mar2020	70
5286	21Mar2020	67
5287	22Mar2020	101
5288	23Mar2020	130
5289	24Mar2020	70
5290	25Mar2020	59
5291	26Mar2020	32
5292	27Mar2020	52
5293	28Mar2020	44
5294	29Mar2020	52
5295	30Mar2020	57
5296	31Mar2020	51
5297	01Apr2020	43
5298	02Apr2020	40
5299	03Apr2020	91
5300	04Apr2020	150
5301	05Apr2020	1720
5302	06Apr2020	743
5303	07Apr2020	388
5304	08Apr2020	277
5305	09Apr2020	215
5306	10Apr2020	183
5307	11Apr2020	159
5308	12Apr2020	145
5309	13Apr2020	131
5310	14Apr2020	114
5311	15Apr2020	94
5312	16Apr2020	82
5313	17Apr2020	76
5314	18Apr2020	62
5315	19Apr2020	71
5316	20Apr2020	72
5317	21Apr2020	45
5318	22Apr2020	20
5319	23Apr2020	13
5320	24Apr2020	1
5321	25Apr2020	0
5322	26Apr2020	0
5323	27Apr2020	0
5324	28Apr2020	9
5325	29Apr2020	7
5326	30Apr2020	2
5327	01May2020	0
5328	02May2020	2
5329	03May2020	0
5330	04May2020	9
5331	05May2020	12
5332	06May2020	15
5333	07May2020	4
5334	08May2020	4
5335	09May2020	4
5336	10May2020	2
5337	11May2020	29
5338	12May2020	18
5339	13May2020	15
5340	14May2020	19
5341	15May2020	14
5342	16May2020	87
5343	17May2020	175
5344	18May2020	196
5345	19May2020	153
5346	20May2020	53
5347	21May2020	49
5348	22May2020	33
5349	23May2020	30
5350	24May2020	20
5351	25May2020	10
5352	26May2020	12
5353	27May2020	1
5354	28May2020	0
5355	29May2020	12
5356	30May2020	6
5357	31May2020	13
5358	01Jun2020	5
5359	02Jun2020	3
5360	03Jun2020	0
5361	04Jun2020	0
5362	05Jun2020	0
5363	06Jun2020	0
5364	07Jun2020	0
5365	08Jun2020	0
5366	09Jun2020	0
5367	10Jun2020	0
5368	11Jun2020	0
5369	12Jun2020	0
5370	13Jun2020	0
5371	14Jun2020	0
5372	15Jun2020	0
5373	16Jun2020	0
5374	17Jun2020	0
5375	18Jun2020	0
5376	19Jun2020	0
5377	20Jun2020	0
5378	21Jun2020	0
5379	22Jun2020	0
5380	23Jun2020	0
5381	24Jun2020	0
5382	25Jun2020	0
5383	26Jun2020	0
5384	27Jun2020	0
5385	28Jun2020	0
5386	29Jun2020	0
5387	30Jun2020	0
5388	01Jul2020	0
5389	02Jul2020	0
5390	03Jul2020	0
5391	04Jul2020	0
5392	05Jul2020	0
5393	06Jul2020	0
5394	07Jul2020	0
5395	08Jul2020	0
5396	09Jul2020	0
5397	10Jul2020	0
5398	11Jul2020	0
5399	12Jul2020	0
5400	13Jul2020	0
5401	14Jul2020	0
5402	15Jul2020	0
5403	16Jul2020	0
5404	17Jul2020	0
5405	18Jul2020	0
5406	19Jul2020	0
5407	20Jul2020	0
5408	21Jul2020	0
5409	22Jul2020	0
5410	23Jul2020	0
5411	24Jul2020	0
5412	25Jul2020	0
5413	26Jul2020	0
5414	27Jul2020	0
5415	28Jul2020	0
5416	29Jul2020	0
5417	30Jul2020	0
5418	31Jul2020	0
5419	01Aug2020	0
5420	02Aug2020	0
5421	03Aug2020	0
5422	04Aug2020	0
5423	05Aug2020	0
5424	06Aug2020	0
5425	07Aug2020	0
5426	08Aug2020	0
5427	09Aug2020	0
5428	10Aug2020	0
5429	11Aug2020	0
5430	12Aug2020	0
5431	13Aug2020	0
5432	14Aug2020	0
5433	15Aug2020	0
5434	16Aug2020	0
5435	17Aug2020	0
5436	18Aug2020	0
5437	19Aug2020	0
5438	20Aug2020	0
5439	21Aug2020	0
5440	22Aug2020	0
5441	23Aug2020	0
5442	24Aug2020	0
5443	25Aug2020	0
5444	26Aug2020	0
5445	27Aug2020	0
5446	28Aug2020	0
5447	29Aug2020	0
5448	30Aug2020	0
5449	31Aug2020	0
5450	01Sep2020	0
5451	02Sep2020	0
5452	03Sep2020	0
5453	04Sep2020	0
5454	05Sep2020	0
5455	06Sep2020	0
5456	07Sep2020	0
5457	08Sep2020	0
5458	09Sep2020	0
5459	10Sep2020	0
5460	11Sep2020	0
5461	12Sep2020	0
5462	13Sep2020	0
5463	14Sep2020	0
5464	15Sep2020	0
5465	16Sep2020	0
5466	17Sep2020	0
5467	18Sep2020	0
5468	19Sep2020	0
5469	20Sep2020	0
5470	21Sep2020	0
5471	22Sep2020	0
5472	23Sep2020	0
5473	24Sep2020	0
5474	25Sep2020	0
5475	26Sep2020	0
5476	27Sep2020	0
5477	28Sep2020	0
5478	29Sep2020	0
